id,name,state,group,n_layers,d_model,params,flops,data,iso_flop,tokens,System/Peak GPU Memory (MB),eval/c4_val/CrossEntropyLoss,eval/c4_val/Perplexity,eval/downstream/arc_challenge_test_ctx_ce_loss,eval/downstream/arc_challenge_test_len_norm,eval/downstream/arc_easy_test_acc,eval/downstream/arc_easy_test_ctx_ce_loss,eval/downstream/boolq_test_acc,eval/downstream/boolq_test_ctx_ce_loss,eval/downstream/hellaswag_test_ctx_ce_loss,eval/downstream/hellaswag_test_len_norm,eval/downstream/imbue_code_comprehension_len_norm,eval/downstream/imbue_codegen_len_norm,eval/downstream/imbue_gsm8k_len_norm,eval/downstream/mmlu_humanities_mc_5shot_test_len_norm,eval/downstream/mmlu_humanities_test_len_norm,eval/downstream/mmlu_other_mc_5shot_test_len_norm,eval/downstream/mmlu_other_test_len_norm,eval/downstream/mmlu_social_sciences_mc_5shot_test_len_norm,eval/downstream/mmlu_social_sciences_test_len_norm,eval/downstream/mmlu_stem_mc_5shot_test_len_norm,eval/downstream/mmlu_stem_test_len_norm,eval/downstream/openbook_qa_test_ctx_ce_loss,eval/downstream/openbook_qa_test_len_norm,eval/downstream/piqa_test_ctx_ce_loss,eval/downstream/piqa_test_len_norm,eval/downstream/sciq_test_acc,eval/downstream/sciq_test_ctx_ce_loss,eval/downstream/winogrande_test_acc,eval/downstream_ce_loss/arc_challenge_test_ce_loss,eval/downstream_ce_loss/arc_easy_test_ce_loss,eval/downstream_ce_loss/boolq_test_ce_loss,eval/downstream_ce_loss/hellaswag_test_ce_loss,eval/downstream_ce_loss/imbue_code_comprehension_ce_loss,eval/downstream_ce_loss/imbue_codegen_ce_loss,eval/downstream_ce_loss/imbue_gsm8k_ce_loss,eval/downstream_ce_loss/mmlu_humanities_mc_5shot_test_ce_loss,eval/downstream_ce_loss/mmlu_humanities_test_ce_loss,eval/downstream_ce_loss/mmlu_other_mc_5shot_test_ce_loss,eval/downstream_ce_loss/mmlu_other_test_ce_loss,eval/downstream_ce_loss/mmlu_social_sciences_mc_5shot_test_ce_loss,eval/downstream_ce_loss/mmlu_social_sciences_test_ce_loss,eval/downstream_ce_loss/mmlu_stem_mc_5shot_test_ce_loss,eval/downstream_ce_loss/mmlu_stem_test_ce_loss,eval/downstream_ce_loss/openbook_qa_test_ce_loss,eval/downstream_ce_loss/piqa_test_ce_loss,eval/downstream_ce_loss/sciq_test_ce_loss,eval/downstream_ce_loss/winogrande_test_ce_loss,eval/fineweb_100b_val/CrossEntropyLoss,eval/fineweb_100b_val/Perplexity,eval/fineweb_1T_val/CrossEntropyLoss,eval/fineweb_1T_val/Perplexity,eval/fineweb_edu_100b_val/CrossEntropyLoss,eval/fineweb_edu_100b_val/Perplexity,eval/proof_pile_2_val/CrossEntropyLoss,eval/proof_pile_2_val/Perplexity,eval/slimpajama_val/CrossEntropyLoss,eval/slimpajama_val/Perplexity,eval/smollm_val/CrossEntropyLoss,eval/smollm_val/Perplexity,eval/starcoder_val/CrossEntropyLoss,eval/starcoder_val/Perplexity,train/CrossEntropyLoss,train_loss_100,train_loss_20,train_loss_10,train_loss_5,train_loss_20_std,steps,olmo_suite_ce_loss,olmo_suite_acc,mmlu_suite_ce_loss,mmlu_suite_acc,data_ratio,val_loss
poogh2lo,olmo_45438845_156,finished,new-scale-2,32,2048,1741948928,1852475179008,smollm-corpus,4.84e+19,4630828457.139856,71882.15625,2.9674649238586426,19.442567825317383,2.603055715560913,0.2909556329250335,0.5930134654045105,2.630162239074707,0.5587155818939209,2.483834981918335,3.0046164989471436,0.4099999964237213,0.3847500085830689,0.4544544517993927,0.2529999911785126,0.2461211532354354,0.2833156287670135,0.2452190071344375,0.329734742641449,0.2710432112216949,0.3084172904491424,0.262094110250473,0.2627567946910858,3.714039087295532,0.3240000009536743,3.601715564727783,0.6779107451438904,0.8389999866485596,2.140078067779541,0.5138121843338013,3.4153389930725098,3.4419655799865723,2.2043087482452393,2.550114631652832,4.366664409637451,3.809482336044311,2.1799843311309814,3.1696557998657227,3.3628792762756348,1.70541250705719,3.029595136642456,1.7349132299423218,3.2479312419891357,1.6616582870483398,2.7899367809295654,4.934215068817139,3.03171968460083,3.584076166152954,3.1149399280548096,2.9135308265686035,18.421728134155273,2.7672109603881836,15.914186477661133,2.5306038856506348,12.561089515686035,2.1862246990203857,8.901543617248535,2.794020414352417,16.346607208251953,2.084585189819336,8.041254997253418,1.930338740348816,6.891844749450684,2.24537992477417,2.25155969099565,2.25155969099565,2.2510297775268553,2.2619818210601808,0.0175639804445574,8830,3.438910007476806,0.5212417159761701,3.107585608959198,0.2960561141371727,2.6584180412549134,2.084585189819336
te25sxur,olmo_45438845_132,finished,new-scale-2,24,1536,777930240,835255271424,smollm-corpus,4.84e+19,10369395932.810976,65129.34765625,2.935447931289673,18.829936981201172,2.53959584236145,0.3071672320365906,0.6090067625045776,2.5623817443847656,0.5856269001960754,2.4664146900177,3.0014376640319824,0.4233220517635345,0.3802500069141388,0.4514514505863189,0.2509999871253967,0.2505844831466675,0.2869288027286529,0.2671190500259399,0.3396051824092865,0.2567435801029205,0.3142671287059784,0.2664015889167785,0.2687210142612457,3.711062431335449,0.3459999859333038,3.550441265106201,0.6855277419090271,0.8479999899864197,2.121359348297119,0.5232833623886108,3.476529121398926,3.543015241622925,1.9268244504928589,2.522019147872925,4.642230033874512,4.2151408195495605,2.4032773971557617,4.1728057861328125,3.436429977416992,1.9519466161727903,3.0229923725128174,1.8397408723831177,3.235625982284546,1.9632349014282229,2.8058128356933594,4.892734527587891,2.9935615062713623,3.722212791442871,3.099576950073242,2.878859519958496,17.793968200683594,2.7438082695007324,15.546075820922852,2.500438690185547,12.18783950805664,2.1617934703826904,8.686702728271484,2.7551302909851074,15.723089218139648,2.0436980724334717,7.719102382659912,1.8991873264312744,6.6804633140563965,2.207913637161255,2.2210830450057983,2.2210830450057983,2.2210830450057983,2.208363437652588,0.0285412853764182,19775,3.464235612324306,0.5346153037888663,3.1252152919769287,0.3023805320262909,13.329467604718614,2.0436980724334717
wyvtlz6d,olmo_45438845_114,finished,new-scale-2,20,1280,475239680,513488977920,smollm-corpus,4.84e+19,16973891293.476728,48177.58203125,2.9589006900787354,19.276769638061523,2.5566673278808594,0.2883959114551544,0.5963804721832275,2.5832741260528564,0.5590214133262634,2.482748031616211,3.0278573036193848,0.4133638739585877,0.379562497138977,0.4864864945411682,0.2520000040531158,0.2446333616971969,0.2822529077529907,0.2686613202095032,0.3371375799179077,0.2518686950206756,0.3100422620773315,0.2601060271263122,0.2763419449329376,3.733665943145752,0.3459999859333038,3.5406436920166016,0.6730141639709473,0.8130000233650208,2.1279921531677246,0.5264403820037842,3.437999963760376,3.4511263370513916,2.0366899967193604,2.5424211025238037,4.314036846160889,3.6023318767547607,2.1119492053985596,4.738535404205322,3.339693307876587,2.3997888565063477,3.011406183242798,2.0333826541900635,3.2359530925750732,2.39728045463562,2.7876136302948,4.914527416229248,3.0565385818481445,3.9088809490203857,3.1378164291381836,2.8991634845733643,18.15894889831543,2.76392126083374,15.861919403076172,2.5183281898498535,12.407835960388184,2.1758837699890137,8.809967994689941,2.7745211124420166,16.030948638916016,2.06056809425354,7.850428581237793,1.9160255193710327,6.79390287399292,2.1971435546875,2.236369252204895,2.236369252204895,2.236369252204895,2.224220895767212,0.0199209684394092,32375,3.4927586827959334,0.5223706875528608,3.0936665534973145,0.3014436736702919,35.716485823483275,2.06056809425354
xrncg2uq,olmo_45438845_124,finished,new-scale-2,22,1408,613607808,660815085568,fineweb-edu-100b,4.84e+19,13146290776.44766,55471.40234375,2.942399501800537,18.96128845214844,2.5581471920013428,0.2875426709651947,0.619528591632843,2.5761849880218506,0.5253822803497314,2.467451572418213,3.02485728263855,0.4181438088417053,0.3287500143051147,0.3863863945007324,0.2660000026226043,0.2463336884975433,0.2918172180652618,0.2288710623979568,0.3349784016609192,0.2313942164182663,0.3090672791004181,0.2190192192792892,0.2673956155776977,3.733445405960083,0.3519999980926513,3.5245468616485596,0.6670293807983398,0.8360000252723694,2.120289087295532,0.5209155678749084,3.509829044342041,3.512190103530884,2.1984572410583496,2.5411057472229004,4.3381123542785645,3.95662260055542,2.1269569396972656,4.0630717277526855,3.4493536949157715,2.333303689956665,2.9832170009613037,2.0769519805908203,3.2222468852996826,2.520786762237549,2.959188938140869,4.899773597717285,3.0735833644866943,3.9124844074249263,3.120659112930298,2.864762306213379,17.54488182067871,2.7591707706451416,15.786746978759766,2.4498376846313477,11.586465835571287,4.591472625732422,98.63957977294922,2.9886474609375,19.85880470275879,2.7031760215759277,14.927064895629885,3.438305377960205,31.13415145874023,2.439237356185913,2.438581336628307,2.438581336628307,2.437362289428711,2.4467652320861815,0.0134477424809292,25070,3.509946482522147,0.5287371490682874,3.1535016298294067,0.3008146286010742,21.42458196432804,2.4498376846313477
geyyqfq6,olmo_45438845_126,finished,new-scale-2,22,1408,613607808,660815085568,smollm-corpus,4.84e+19,13146290776.44766,55472.21875,2.9497318267822266,19.100830078125,2.4931540489196777,0.2952218353748321,0.6014309525489807,2.5190412998199463,0.5042813420295715,2.454044818878174,3.004667043685913,0.4255128502845764,0.3808124959468841,0.4474474489688874,0.2380000054836273,0.2490967065095901,0.2839532494544983,0.2569401562213897,0.3355953097343445,0.2300942540168762,0.314917117357254,0.2372432053089141,0.2657389044761657,3.710578203201294,0.3400000035762787,3.524725437164306,0.6828073859214783,0.8320000171661377,2.1137499809265137,0.5224940776824951,3.55708384513855,3.57889723777771,2.1810905933380127,2.5270731449127197,4.276111602783203,3.7999563217163086,2.3637969493865967,4.284318447113037,3.407524585723877,2.1820321083068848,3.063631296157837,2.000840425491333,3.2601497173309326,2.130354642868042,2.848931789398194,4.915773391723633,3.0507843494415283,3.84702730178833,3.0995092391967773,2.8852972984313965,17.908891677856445,2.749929428100586,15.64152717590332,2.5056443214416504,12.251450538635254,2.165992021560669,8.723251342773438,2.7616472244262695,15.82589054107666,2.047381639480591,7.747588634490967,1.9049887657165527,6.719332218170166,2.2249770164489746,2.218426921150901,2.218426921150901,2.2184248685836794,2.224099349975586,0.0181723721286333,25070,3.510878358568464,0.5284953032221112,3.14505934715271,0.3000511452555656,21.42458196432804,2.047381639480591
gqfewkyf,olmo_45438845_102,finished,new-scale-2,18,1152,360466560,390861029376,smollm-corpus,4.84e+19,22378404994.534492,46748.0625,2.9812982082366943,19.71339225769043,2.5551207065582275,0.2815699577331543,0.6077440977096558,2.5860164165496826,0.585932731628418,2.493408441543579,3.0460526943206787,0.4101772606372833,0.3740625083446502,0.4604604542255401,0.2709999978542328,0.246971309185028,0.2835281491279602,0.2516964972019195,0.324799507856369,0.2450438737869262,0.3158921003341675,0.2634194791316986,0.265076220035553,3.722179651260376,0.3219999969005584,3.582188606262207,0.6686615943908691,0.8209999799728394,2.1350390911102295,0.5146014094352722,3.4178121089935303,3.4302303791046143,1.991106390953064,2.556996583938598,4.063797950744629,3.4695584774017334,2.135171890258789,5.535705089569092,3.368849754333496,2.780552387237549,3.0023508071899414,2.6453793048858643,3.2241148948669434,3.066171884536743,2.7856674194335938,4.979513645172119,3.077500104904175,3.9992616176605225,3.141284704208374,2.916701078414917,18.480222702026367,2.780951499938965,16.134366989135742,2.5346689224243164,12.612255096435549,2.193089008331299,8.96285629272461,2.7917110919952393,16.308900833129883,2.076707601547241,7.978158473968506,1.9293361902236936,6.8849382400512695,2.2139291763305664,2.246127041903409,2.246127041903409,2.2443190813064575,2.2335644245147703,0.0178623739248984,42680,3.5146570205688477,0.5179648995399475,3.0952457189559937,0.2973239943385124,62.08177811149665,2.076707601547241
mx99fzjc,olmo_45566725_120,finished,new-scale-2,21,1344,541326912,583913766912,smollm-corpus,4.84e+19,14901654596.966845,51098.046875,2.95233154296875,19.15055274963379,2.565319776535034,0.2790102362632751,0.6039562225341797,2.58414888381958,0.5207951068878174,2.4642069339752197,3.01792311668396,0.4180442094802856,0.3844999969005584,0.4434434473514557,0.2319999933242798,0.2514346539974212,0.282040387392044,0.2523133754730224,0.3303516209125519,0.2330191731452942,0.3116672039031982,0.2388999313116073,0.265076220035553,3.6884727478027344,0.3420000076293945,3.5396065711975098,0.6789988875389099,0.8389999866485596,2.1191015243530273,0.518547773361206,3.5594770908355713,3.625200510025024,2.2939651012420654,2.5386059284210205,4.901126384735107,4.37281608581543,2.385042905807495,4.806266784667969,3.4310576915740967,2.505287170410156,3.060183048248291,2.286937475204468,3.248687982559204,2.560649871826172,2.7962725162506104,4.885621070861816,3.0422780513763428,3.843992233276367,3.1153500080108643,2.8929696083068848,18.04682350158691,2.7576818466186523,15.763258934020996,2.5128278732299805,12.339776039123535,2.174037218093872,8.79371452331543,2.7685208320617676,15.93504524230957,2.055187940597534,7.808305263519287,1.9094667434692385,6.749488353729248,2.1975879669189453,2.2244210893457588,2.2244210893457588,2.2245394706726076,2.2188267707824707,0.0187055010998507,28420,3.515789270401001,0.525651046207973,3.1340503096580505,0.2972838580608368,27.528013602558236,2.055187940597534
1c0l0whu,olmo_45566725_150,finished,new-scale-2,30,1920,1450216320,1545419489280,smollm-corpus,4.84e+19,5562388559.154173,61969.5703125,2.9601798057556152,19.301441192626953,2.5612335205078125,0.2875426709651947,0.5963804721832275,2.58278751373291,0.5544342398643494,2.481363534927368,3.010580539703369,0.4131250083446502,0.3774999976158142,0.4564564526081085,0.2399999946355819,0.2478214651346206,0.2854410111904144,0.2640345394611358,0.3362122178077698,0.2518686950206756,0.310367226600647,0.2703777253627777,0.265076220035553,3.704394578933716,0.3240000009536743,3.6831305027008057,0.6730141639709473,0.8379999995231628,2.123976469039917,0.518547773361206,3.585264205932617,3.634416341781616,2.1840107440948486,2.5414462089538574,5.146695137023926,4.805554389953613,2.395179748535156,3.4795215129852295,3.416188955307007,1.7158130407333374,3.0943217277526855,1.7603882551193235,3.3311431407928467,1.5770074129104614,2.9477834701538086,4.90289831161499,3.061014413833618,3.77521300315857,3.1195244789123535,2.901277780532837,18.19738388061523,2.7562341690063477,15.740455627441406,2.518439531326294,12.409217834472656,2.1744801998138428,8.797611236572266,2.7807626724243164,16.131319046020508,2.0704004764556885,7.927997589111328,1.9143800735473633,6.78273344039917,2.2752883434295654,2.2462024450302125,2.2462024450302125,2.2462024450302125,2.2584433555603027,0.0216884496840389,10605,3.517110994883946,0.5215157270431519,3.197359323501587,0.299274168908596,3.8355578284722194,2.0704004764556885
4zwttayd,olmo_45438845_118,finished,new-scale-2,21,1344,541326912,583913766912,fineweb-edu-100b,4.84e+19,14901654596.966845,51098.734375,2.9508347511291504,19.12190818786621,2.5477683544158936,0.282423198223114,0.6153198480606079,2.566669225692749,0.5577981472015381,2.467113494873047,3.0474467277526855,0.4148575961589813,0.3382500112056732,0.3983983993530273,0.248999997973442,0.2444208264350891,0.2877789437770843,0.2245527505874633,0.3383713662624359,0.2720181941986084,0.3113422095775604,0.2259774655103683,0.2627567946910858,3.7333555221557617,0.3179999887943268,3.491354465484619,0.6561480164527893,0.828000009059906,2.1206092834472656,0.5146014094352722,3.5180981159210205,3.5094494819641113,2.206146001815796,2.5497050285339355,4.133947849273682,3.7474076747894287,2.1895976066589355,5.380077838897705,3.370450019836426,2.42854642868042,3.032437324523926,2.261739730834961,3.2424731254577637,2.623358726501465,2.9991350173950195,4.96721076965332,3.0826008319854736,3.907132863998413,3.11531925201416,2.872014045715332,17.672574996948242,2.765777826309204,15.891395568847656,2.456259489059448,11.661110877990724,4.744068145751953,114.9006805419922,2.999342918395996,20.072343826293945,2.7090137004852295,15.014459609985352,3.4453158378601074,31.35318374633789,2.4295125007629395,2.4439019940116187,2.4439019940116187,2.4433043956756593,2.4386666774749757,0.0101289357258684,28420,3.521359477724348,0.5184785808835711,3.1611238718032837,0.3000623285770416,27.528013602558236,2.456259489059448
uuyr6j7m,olmo_45438845_144,finished,new-scale-2,28,1792,1193875200,1275141554176,smollm-corpus,4.84e+19,6756708462.213359,53586.84375,2.948942184448242,19.08575439453125,2.538195848464966,0.3020477890968323,0.6123737096786499,2.5600898265838623,0.594495415687561,2.4638869762420654,3.0031235218048096,0.4172500073909759,0.3732500076293946,0.4364364445209503,0.2569999992847442,0.2531349658966064,0.2852284908294678,0.2307217717170715,0.3374460339546203,0.2599934935569763,0.3132921755313873,0.2408879995346069,0.263750821352005,3.6982851028442383,0.3400000035762787,3.564897298812866,0.6800870299339294,0.8309999704360962,2.1103203296661377,0.5359116196632385,3.532576560974121,3.625501871109009,2.111321449279785,2.5289883613586426,4.817244529724121,4.259232044219971,2.160621166229248,3.3351595401763916,3.2595279216766357,1.7750189304351809,2.9841248989105225,1.814122438430786,3.235170602798462,1.8761402368545532,2.817276954650879,4.871628761291504,3.0337345600128174,4.009019374847412,3.109405755996704,2.8885886669158936,17.967931747436523,2.7443768978118896,15.554919242858888,2.5070323944091797,12.268467903137209,2.160900115966797,8.678946495056152,2.768944025039673,15.941791534423828,2.0567095279693604,7.820195198059082,1.9036920070648191,6.7106242179870605,2.2263147830963135,2.222300386428833,2.222300386428833,2.222300386428833,2.217523527145386,0.0171599899685239,12885,3.5301221779414584,0.5312385899680001,3.0740250945091248,0.2999293804168701,5.659476352480861,2.0567095279693604
